ra,dec,phot_g_mean_mag
125.0709820710,-5.3301603191,5.6896452904
120.4797749751,35.4130332576,5.6896781921
93.8240851859,-18.4774727071,5.6897664070
293.2919819457,60.1587142255,5.6899471283
352.5310839574,49.1331594554,5.6901726723
192.2260189927,14.1224982582,5.6902680397
205.7289075224,-41.4012752128,5.6904163361
324.0462587148,-26.1716223457,5.6904363632
44.5228668071,20.6685934796,5.6904816628
91.2891416031,75.5858754546,5.6904973984
285.7192848505,19.6610069317,5.6906394958
253.3549280850,-20.4157378335,5.6906576157
99.4204980675,61.4800203761,5.6914687157
67.6680482391,-35.6533557266,5.6917476654
300.0664916067,-37.7017296555,5.6920294762
86.8727970589,-41.5902492725,5.6920719147
111.1394568500,27.6379229899,5.6922125816
275.8006350919,-12.0148405418,5.6922550201
167.2045491184,24.6584653217,5.6922731400
215.9520179409,-53.1762895012,5.6923952103
346.3033666633,-17.0794128079,5.6926150322
16.0803006402,61.5800732259,5.6928467751
345.3779397425,57.1054333075,5.6928992271
308.9658894170,-69.6107793441,5.6930737495
197.4104886088,37.4230998481,5.6935510635
358.8894087944,47.3557715040,5.6939597130
154.6560483556,-56.1098788658,5.6941289902
104.2520605542,33.6810468770,5.6942014694
6.2768743148,53.0467626525,5.6942119598
132.0203757756,-6.5589811175,5.6942281723
91.5392392676,-66.0394958357,5.6942381859
171.7485206231,-61.3693152030,5.6946773529
270.4765898676,-22.7803014960,5.6947298050
131.2163138331,-37.1472340878,5.6947398186
204.2014606300,-26.4951248991,5.6947698593
306.4338991135,10.0558293954,5.6948795319
351.4003714641,52.9794036047,5.6953487396
309.8180037458,-14.9548626220,5.6956133842
347.1486775430,-73.5861295591,5.6960148811
72.1859294612,3.5884571714,5.6962108612
289.7900165822,-15.9083641626,5.6964569092
25.5123104104,-36.8323767990,5.6964859962
112.0080851389,-26.8389393598,5.6965265274
222.7502567751,-0.2574717434,5.6966004372
92.2412608272,2.4996216935,5.6967244148
22.8091185222,70.2642664710,5.6969947815
104.7375835113,3.6023395799,5.6972208023
214.7797095347,-27.1411423858,5.6975970268
106.8052490346,-51.9680823406,5.6982283592
168.3781999112,-59.6193203390,5.6983723640
238.8773247479,42.5662643948,5.6983971596
321.3254550365,-71.7990340850,5.6984996796
101.3472477224,-23.4623265646,5.6985859871
9.9667289759,-44.7962153952,5.6986227036
251.5884279601,-58.5036443248,5.6986269951
126.2702938715,35.0113550639,5.6992835999
324.7555318892,20.2654455712,5.6993689537
25.4134447658,30.0470909956,5.6994581223
197.7865198026,-42.2330124935,5.6997399330
82.7027243886,41.4618359546,5.6997675896
35.7166985120,-73.6457400035,5.7000145912
304.9031564184,62.2575315191,5.7000203133
186.3403361260,-35.1864446076,5.7000799179
233.9722107076,11.2656048867,5.7001662254
192.1654441728,60.3198890465,5.7002668381
340.3807038624,30.9658690508,5.7003788948
236.0073885997,2.5145586194,5.7004475594
103.2059936447,8.3802533279,5.7004604340
199.0996243174,6.5043773364,5.7006578445
287.1067158748,52.4254889331,5.7010445595
306.1740118921,1.3684757967,5.7010788918
295.0299876128,-23.4291379421,5.7011170387
293.2245352827,-53.1856480788,5.7011685371
352.2525580709,-9.2662032417,5.7016577721
186.3267186145,-27.7490113739,5.7019271851
9.1139566465,60.3262058200,5.7019824982
129.4152952761,-40.4354474064,5.7020902634
299.6729029384,-69.1644009057,5.7024035454
174.3858716898,-39.3588937078,5.7024660110
69.5397287990,16.0332172030,5.7026786804
24.4859387903,-82.9744593051,5.7028508186
157.9892283210,-45.0667231252,5.7029027939
143.4962011079,23.4535568553,5.7029719353
258.8344694904,-14.5842245067,5.7031311989
30.7375350344,77.9162386127,5.7032990456
182.2238830742,-44.3261796378,5.7033224106
270.8357213722,19.5558531699,5.7036304474
108.6916788101,-46.8496709182,5.7038125992
325.8570794217,38.2835721337,5.7041106224
126.9975459809,-35.1137181359,5.7041835785
346.7236330904,-38.8922632305,5.7042703629
88.0975009650,19.8678346751,5.7044916153
52.0864014155,33.8072994250,5.7046804428
206.5791439502,38.5035630078,5.7050385475
217.7951931796,-38.8695918450,5.7050476074
42.5618782422,-35.8435365974,5.7051749229
65.9658647128,9.4609760082,5.7052879333
156.0924956813,34.1763073949,5.7054429054
156.5651019273,-53.8914436922,5.7057456970
343.2593449505,16.8410726246,5.7059316635
140.8106008065,-21.0376701250,5.7062735558
65.0601933041,41.8079569513,5.7064514160
159.7805580905,37.9098000206,5.7068376541
256.1029568764,-57.7122677047,5.7069702148
128.8673996350,-7.9822256866,5.7070865631
29.8794320373,-13.8724182713,5.7078571320
10.4440501276,-56.5010629606,5.7080826759
210.3292567529,-40.2219358428,5.7080941200
70.9345314161,-41.0647375166,5.7083334923
257.0619112520,-17.6092064606,5.7086148262
56.5048670764,67.2010968714,5.7087335587
214.1612266629,-66.5879252199,5.7087430954
184.3772147983,28.9373522053,5.7088751793
261.7165240854,-45.8431559669,5.7090134621
259.5968789326,38.8117166440,5.7091531754
141.0228934491,-61.6491191865,5.7091917992
10.9587004355,-12.0127206717,5.7093200684
49.1466216654,32.1836340459,5.7093257904
164.0605812059,42.0077219031,5.7096066475
279.1067267458,-35.4472306192,5.7096519470
68.4507024929,9.4134585350,5.7099432945
333.6851392347,42.9538054013,5.7101302147
263.6770643830,-32.5816689481,5.7103428841
39.5782555201,-30.1943953238,5.7103505135
148.7132039551,-50.2439297736,5.7109775543
238.3455610753,-62.6066268654,5.7109818459
35.7774554091,-37.5762852324,5.7112307549
217.4036519484,-76.7292052923,5.7116489410
254.8392163599,56.6887550877,5.7118954659
112.2144953039,48.1837351154,5.7119536400
68.0076905476,53.9108209021,5.7123641968
330.7359561368,44.6497178328,5.7125034332
307.2906236258,16.2736265495,5.7125458717
97.9929476403,-58.7538292161,5.7128119469
154.3229127950,41.4673379597,5.7128901482
143.0848762156,-19.4002636682,5.7129888535
240.8802750815,76.7940335885,5.7130565643
66.5057037022,4.3733857119,5.7133746147
301.5592728138,53.1668210306,5.7134532928
312.3356016807,-18.0360083323,5.7135257721
52.4794178664,-42.6342611904,5.7136483192
349.5836785522,-67.4710984386,5.7140583992
54.7545821919,-5.6271411538,5.7141551971
213.5305754992,-53.9320053791,5.7142381668
113.3644650571,11.0116463764,5.7144265175
314.2968229886,16.2514084564,5.7144575119
3.7431696741,-34.9042760274,5.7147665024
342.1845237387,62.9381956026,5.7157444954
24.4670674610,-3.4407258554,5.7159342766
2.0728981553,-8.8242666344,5.7160897255
138.3399163077,-29.6642696033,5.7161111832
137.2672459334,-18.3284668850,5.7163262367
128.3761140214,-46.9706397634,5.7165269852
243.9470037426,27.4219090766,5.7166657448
30.9510508548,-0.3404451954,5.7166790962
126.4648324975,-64.6005531419,5.7170729637
85.5602413937,-17.5303474483,5.7173671722
66.1215947082,34.1306058787,5.7173972130
314.2941264961,0.4635009311,5.7175903320
279.3895693485,62.5267962574,5.7176337242
228.7403285398,-2.4149052773,5.7182393074
113.5771465244,-23.4736684772,5.7182474136
343.9355475040,36.3513936056,5.7185454369
307.3667459063,81.0922590023,5.7187480927
317.1621673248,30.2055437662,5.7188186646
318.3291909925,-36.4235143530,5.7188391685
116.0399241618,-36.0621252440,5.7188558578
345.6840973554,-20.8712880849,5.7188568115
160.9631403174,-64.2490220412,5.7189736366
264.3794901276,24.3100144208,5.7192363739
6.1233897707,-2.2192476966,5.7196841240
250.7328801758,54.9036391808,5.7199540138
75.0547646559,-78.3000207577,5.7203245163
207.4402401784,61.4888808835,5.7203574181
321.2076109330,80.5247709458,5.7204647064
195.2900258186,17.1230439004,5.7205324173
318.0574766277,-40.2703337196,5.7206487656
231.0212301992,45.2710421377,5.7207255363
154.5075028864,65.1083123558,5.7209014893
270.0003492560,-20.3396528305,5.7210612297
219.1837471759,-40.2116797328,5.7213602066
237.7783239384,-55.0555538142,5.7218837738
358.8407010155,48.6382063774,5.7219734192
303.1086735704,-12.6183671509,5.7219982147
175.4310856036,55.1720406822,5.7223510742
73.3770950884,-66.6753655164,5.7223911285
76.9809808854,21.7047899079,5.7230248451
84.1487292176,-6.0647499955,5.7230253220
265.3405575921,51.8181252199,5.7232036591
221.6205424141,-47.4411860870,5.7237420082
194.6973382357,75.4725277368,5.7238016129
164.3650002424,74.3362688396,5.7240056992
93.0055966293,19.7904900562,5.7240920067
317.5650563730,53.5630846596,5.7240934372
117.9863191162,19.3249165751,5.7243170738
319.8424261105,38.2374645650,5.7249960899
356.7184078990,28.4195879547,5.7251715660
4.1642816618,1.8506632729,5.7252187729
19.0789856653,33.1145661223,5.7253499031
172.2679379369,61.7794257675,5.7255063057
272.6326523901,54.2876526940,5.7257609367
103.6751722177,-1.7564895916,5.7259030342
239.7421675860,-65.0376097573,5.7262549400
132.8931510647,-7.1772482273,5.7265939713
204.2747349193,-44.1432645365,5.7267799377
114.9494211010,-38.2606100588,5.7268433571
6.8114367270,-25.5472466318,5.7268691063
40.5915367250,20.0112604602,5.7276968956
57.9738462253,34.3590987201,5.7279253006
291.8580758094,52.3203184627,5.7279949188
177.9233090389,-30.8361088956,5.7280321121
28.2173292131,-16.9294834344,5.7284479141
70.3325261100,28.6148577705,5.7287449837
78.4469100295,0.5603276768,5.7287492752
324.6717534547,-4.1505341941,5.7287564278
99.5957919450,28.9842759205,5.7289619446
216.0082279908,27.4131563018,5.7291407585
283.6960226661,48.8588025570,5.7291913033
281.3491807976,-56.8820611488,5.7292404175
338.9016915680,-23.9911227250,5.7292985916
222.5665811155,23.9119835560,5.7293472290
52.4126893108,-6.8048496678,5.7293477058
85.8403863360,-18.5575351174,5.7295498848
68.4780148667,-6.7389384254,5.7296476364
319.8698920688,49.5103040317,5.7297968864
30.9275092400,18.2531603206,5.7298440933
3.7791361123,31.5357033247,5.7303557396
269.1744931154,-28.0654782459,5.7303595543
81.4992886149,-19.6954940265,5.7304096222
300.2013294429,-45.1129035074,5.7307720184
82.4782353158,1.7892550114,5.7307872772
204.6748505692,-29.5612093337,5.7310538292
97.7495244560,-40.9162031720,5.7311015129
42.9948348907,68.8884657150,5.7311038971
95.9422676802,-15.0712464907,5.7312316895
198.3006713934,18.7267892437,5.7315254211
136.0016397147,54.2838939476,5.7316741943
74.0294430894,52.8698038034,5.7316918373
308.2775487659,54.4569838427,5.7316946983
121.1359231026,-25.6998055607,5.7317080498
88.0843234534,-57.1565384485,5.7317667007
183.3541558444,-38.9292337918,5.7318320274
147.5105811333,-42.0203874745,5.7320876122
296.9525878834,25.3839618758,5.7322764397
107.8460181504,26.8564420583,5.7322912216
186.3132215023,23.9260212053,5.7324748039
261.1314628533,16.3008812185,5.7325334549
149.3069722413,57.4179305138,5.7326641083
133.1467606208,28.3297830004,5.7326807976
214.7519594279,-25.8138052924,5.7329263687
71.6853671431,40.3124143318,5.7329449654
157.7447002846,-7.6375572078,5.7331280708
261.0783447254,-60.6738499049,5.7331991196
85.7888513877,-1.6133873780,5.7333936691
207.9466198479,-46.8987374182,5.7340388298
163.1503623690,-0.2017647618,5.7344598770
345.3484346455,-7.0611895876,5.7349209785
14.5594409076,33.9505674943,5.7349667549
96.3200054104,-0.9468533457,5.7350339890
139.4651226716,-67.0508058901,5.7356142998
55.4507776090,62.6484287766,5.7357125282
278.4127106254,-14.8536564817,5.7361941338
92.4332717549,23.1134525709,5.7363581657
30.0391921918,3.0958741405,5.7363853455
208.5684816765,-28.5699091478,5.7365450859
40.7620968624,55.1059218883,5.7365860939
246.1056645891,55.2051890391,5.7368578911
297.2090562415,-12.3195136139,5.7371325493
103.7454648617,-2.8035957845,5.7372078896
265.9966754877,53.8016316655,5.7375912666
262.7029354484,86.9680905441,5.7378635406
110.6057382329,-5.9828673190,5.7381958961
67.4123493405,5.1641906607,5.7382702827
173.6193151336,-32.8276846071,5.7383236885
266.2329261315,-57.5455952689,5.7384800911
101.3799361870,-30.9489598923,5.7385940552
351.7813625682,42.9120860301,5.7387695312
343.9934570013,62.4322814447,5.7390065193
307.3349707837,36.4547172677,5.7391009331
310.6478276018,82.5312493672,5.7391390800
14.0543961762,57.9964888785,5.7392053604
154.8609167861,48.3962720983,5.7392120361
303.1320531701,51.4634961645,5.7392210960
69.5903777103,-77.6560547540,5.7392387390
277.7683879741,16.9284611202,5.7393131256
287.7148237601,-15.0778259625,5.7395682335
262.6816727410,57.8767628849,5.7396292686
331.0993307876,-29.9165196286,5.7396335602
308.4786151336,46.6938743152,5.7396807671
201.2777727103,23.8543864110,5.7397327423
102.3183358415,-2.2720573881,5.7399921417
62.5176710401,86.6257518353,5.7400913239
357.3644634078,1.0760072470,5.7409462929
193.7424583658,-44.1529558794,5.7409472466
342.0337361293,49.5826802312,5.7409987450
94.9206782284,-34.3965843781,5.7410297394
259.6992073631,-44.1298188922,5.7411274910
75.0967325946,39.6546417653,5.7412486076
293.8663537564,-62.7593568884,5.7414846420
105.5280463176,-3.7548360723,5.7416806221
285.0149813490,-66.6538128244,5.7419939041
0.5736917668,60.7031187128,5.7420620918
228.7106908069,-5.5025145696,5.7424020767
40.4513212496,-3.2138514822,5.7426700592
280.5746576464,-7.3373255652,5.7427887917
265.7728371912,44.0844753277,5.7428779602
128.6827094838,36.4194392109,5.7428936958
303.9610516506,-30.0052480819,5.7431845665
81.2315514993,-44.2256571772,5.7432560921
35.7091523558,41.3958548443,5.7433481216
11.8485158116,6.7408825732,5.7435374260
80.4315061091,8.4285473975,5.7436213493
227.0503482758,-40.5840722051,5.7437825203
106.1961157640,-22.0318439183,5.7438139915
218.3841540676,-54.9986384370,5.7439179420
269.4237204712,-76.1779588088,5.7440209389
313.6853733384,75.9257654125,5.7443647385
354.7559417735,52.2624563391,5.7443866730
152.9742416536,-35.3247367060,5.7445068359
53.1499005114,9.3732364885,5.7445254326
267.5422195701,78.3065798233,5.7447228432
272.7683326375,-47.5132566841,5.7448110580
318.1931255198,-14.3926032728,5.7448439598
323.2359228637,49.9776809247,5.7456655502
94.9088588249,-22.1030757984,5.7461347580
193.7924303143,-68.9067926864,5.7462692261
275.9999542348,43.9077072731,5.7463493347
17.1395949277,58.2633928876,5.7464165688
252.8537682770,1.2158966053,5.7464947701
112.3571192540,-7.5505870920,5.7465057373
221.9897978478,-26.6461876200,5.7465944290
116.9105166619,-15.9906732420,5.7469239235
160.8372702624,4.7475221099,5.7469696999
359.3311763318,61.0261868279,5.7470355034
41.1373966627,15.3117877114,5.7472362518
306.4271607537,-2.8005477599,5.7473878860
71.4807067930,-39.3567027532,5.7474517822
137.8890415781,-46.5838736785,5.7475919724
112.2704292892,-31.4561957813,5.7477478981
112.2142501905,-64.5098451838,5.7478203773
359.2842645936,-26.6233448126,5.7478218079
285.8733674476,-68.7556068283,5.7482399940
86.6451255293,1.1675669771,5.7483844757
37.2017214707,29.9320757291,5.7486181259
133.4526475421,-60.3538665323,5.7490348816
294.2185985317,11.2732086572,5.7490491867
332.6409274764,-4.2668403754,5.7496623993
114.6828692591,-36.4968079743,5.7497448921
181.3958845233,-5.8458728549,5.7501225471
336.4457465427,63.3283233319,5.7502794266
279.3999064463,-0.3095680278,5.7503027916
239.0242817431,-60.4828121839,5.7503170967
330.2093461918,-28.4537380877,5.7509999275
68.1565550275,-3.2096121288,5.7512621880
299.0442347229,-38.3266390587,5.7512817383
279.6279643196,-23.5049867040,5.7514872551
190.3159322485,-13.0138627936,5.7515487671
117.5235775382,-19.5235188444,5.7517166138
196.9732788228,27.5556776636,5.7519092560
68.7598401166,17.2012200123,5.7519454956
56.4770845575,24.5543053737,5.7520260811
300.3494022366,-22.7373659125,5.7520456314
192.3222409083,27.5524746641,5.7520565987
354.8379071219,74.0026297090,5.7524309158
100.2726319909,0.4952968743,5.7524771690
190.3170138809,-13.0148654189,5.7526764870
21.9447304094,-10.9015080174,5.7527379990
100.7775996571,3.0337583985,5.7528562546
13.3676387617,37.4180196030,5.7530875206
241.9015400042,-12.7455225274,5.7531447411
314.1064044095,50.7284976467,5.7531685829
238.8773766361,-31.0835226304,5.7531952858
138.8085004345,34.6337311639,5.7533726692
94.7457172457,-20.9255904658,5.7535672188
111.4633168409,-5.7749729976,5.7539091110
114.1441169844,5.8622948782,5.7540369034
209.6621530448,21.6960141212,5.7541012764
304.9304550647,-1.0783680696,5.7543129921
244.5726997148,-46.4498360268,5.7544407845
155.1142900130,-72.1301402986,5.7546730042
166.6835686691,17.7372476952,5.7549343109
205.1684008371,19.9558212988,5.7549581528
124.6010488394,-12.6365617936,5.7552194595
25.7962675024,48.5167489272,5.7553086281
352.8626227212,-44.8436817090,5.7554855347
240.9779050448,-24.7262896610,5.7561597824
61.3352340858,22.0083243374,5.7566819191
150.7057858644,-62.1566507064,5.7568359375
349.1996572047,10.5990092701,5.7569670677
342.8451766289,61.6969321966,5.7579960823
108.1098135100,24.1283908726,5.7580552101
3.7272396886,-9.5696058557,5.7580809593
113.5798152466,-23.4749487080,5.7582387924
265.7554989522,29.6528513055,5.7583842278
216.7996775636,-46.1345869762,5.7583985329
46.1587257271,1.8636040729,5.7584204674
274.2213332811,-3.0086188019,5.7589168549
194.9145101892,-3.8118898115,5.7590293884
341.5434820055,44.5461985913,5.7592320442
342.8371993388,-29.5363660562,5.7595143318
343.3697015537,-11.6165046241,5.7595686913
98.8159455070,0.8902120028,5.7598104477
232.0554109576,-37.3586895299,5.7598628998
59.3598987974,24.4619020284,5.7599315643
330.4608541884,52.8822596027,5.7601079941
142.9816669372,-10.3702475914,5.7601547241
18.6765743071,6.9950332238,5.7602219582
111.3552388182,-25.2177652624,5.7602667809
73.9589695666,15.0402150863,5.7603950500
195.1496911568,-3.3682812978,5.7604303360
49.6720486559,-18.5600728499,5.7605175972
278.8025657392,18.2034241465,5.7605428696
158.5528808071,-60.9876292137,5.7607321739
161.9028441097,65.6164655730,5.7610082626
48.5717596340,74.2430329454,5.7610883713
280.9005712111,36.5568649957,5.7611780167
155.7517975568,6.5422044867,5.7617378235
327.8928014183,19.8267425664,5.7618350983
25.8324379821,60.5512798331,5.7620201111
191.3573261985,-71.7113570708,5.7621898651
13.7427324620,23.6281389318,5.7625555992
29.9217311385,-66.0665313791,5.7630991936
315.3035766980,36.0259889130,5.7634696960
8.8890885680,-54.8220977758,5.7634792328
48.0594182972,27.2568869354,5.7636189461
259.1780703053,-6.2450108198,5.7637157440
4.4635672642,20.2269476902,5.7637362480
235.2463528812,16.0245153989,5.7637619972
91.7653003410,-34.3120230796,5.7638130188
250.1611983898,4.2197433018,5.7639293671
233.9873704019,54.6305033985,5.7640790939
17.8221069491,-13.5032695445,5.7641520500
227.5303800717,-38.7926011882,5.7645750046
141.3623809390,-61.9502327406,5.7647185326
115.1965888853,13.7712215778,5.7649049759
304.0026276320,45.5792812890,5.7650575638
280.9646205561,10.9011428453,5.7654085159
10.1146841999,-59.4526273373,5.7660617828
74.7550694747,-16.3753963271,5.7661256790
223.3469462324,19.1537608574,5.7661414146
255.9919459905,13.5668435753,5.7662086487
147.7583523428,13.0662071672,5.7669787407
117.4207738160,-66.1959752981,5.7672553062
128.9666865197,-50.9695981275,5.7676930428
286.6602550429,24.2508496272,5.7677459717
265.3177458739,-46.9218808815,5.7678313255
303.2075813546,49.4509682121,5.7678318024
273.7712905295,-29.8230820086,5.7680277824
255.1348329583,-45.4517639207,5.7686457634
341.5592056106,-11.1664439641,5.7686815262
237.5293098930,-53.2099452508,5.7688040733
152.8295890497,-18.9575203641,5.7688531876
205.6810279955,34.9890712426,5.7688903809
173.4015427093,2.4989563657,5.7689051628
162.5752093347,-8.8978352221,5.7690916061
235.4776968650,18.4642779196,5.7692117691
102.5090775320,12.0581083114,5.7692971230
171.9945227042,-35.3288557659,5.7694044113
304.3858330650,66.8550117253,5.7695527077
103.2709333755,59.4483322706,5.7696824074
76.0900235411,21.2778155968,5.7697591782
106.4468086604,31.3932778683,5.7699317932
16.7895354420,53.4981700903,5.7701673508
271.5308158275,-8.3240215852,5.7702178955
354.6011600257,-76.8696549191,5.7703413963
182.9371865214,57.0543309976,5.7711133957
331.9593796950,21.7026237607,5.7712097168
118.8809364776,8.8624417056,5.7713527679
272.4896168418,-59.0401935135,5.7717299461
229.1528473630,-60.9040133204,5.7719135284
155.9607717517,-57.9539817397,5.7723112106
276.9561857485,-29.8167897719,5.7723784447
60.4422600503,9.9980194880,5.7724165916
130.9763859177,-68.2114703258,5.7725992203
106.7794286599,-40.8932198943,5.7727537155
62.9010640365,-20.3559281696,5.7728300095
244.1867333666,29.1501870853,5.7729916573
96.0573921743,-60.2811854401,5.7730364799
292.2540993914,1.9503049267,5.7736830711
60.8910665607,-25.8479190565,5.7736849785
283.7187904963,33.9685667912,5.7739486694
133.5615961449,30.5790173246,5.7739939690
281.2066838961,-25.0110082682,5.7740130424
29.1320326481,70.2037867146,5.7743787766
332.2457926113,-18.5196297704,5.7744641304
269.0766449413,0.6703520591,5.7744770050
167.3197354788,51.3789712300,5.7745871544
79.6680587024,40.4650611988,5.7749476433
151.8888248675,0.9182886275,5.7750787735
181.4149487813,62.9327964933,5.7750835419
152.2820485794,63.9524281516,5.7753572464
40.5276493419,-38.3836292852,5.7753763199
248.7524515116,60.4681549323,5.7754392624
167.4725710489,-32.3676605083,5.7756285667
1.2757673771,61.3139792212,5.7756514549
17.7927323906,37.7241000707,5.7758240700
157.5267710837,38.9251121447,5.7762255669
110.7168868178,55.2812552800,5.7763724327
230.7574401378,-15.1339506336,5.7766275406
113.0235983515,-8.8820722106,5.7767076492
203.6776611690,76.5467096844,5.7770948410
347.4870213961,-42.8613252533,5.7776727676
53.3960650863,39.8992700582,5.7776784897
200.5678319635,-52.1829557453,5.7777056694
154.0373810833,-11.2034203805,5.7779364586
294.6718667147,54.9745130999,5.7783079147
84.0118024815,-47.3137821256,5.7784872055
94.0991371224,17.1815627580,5.7792696953
212.8128835649,32.2960604295,5.7794408798
119.3161666121,8.6411110514,5.7797327042
255.9692936193,19.6905494684,5.7798109055
193.8762261731,11.4961872722,5.7798271179
63.4368952245,72.1259996542,5.7807760239
109.1326346301,-38.3188927386,5.7808194160
38.7489063341,-42.1129961758,5.7809491158
206.1899745086,-25.5010351351,5.7809958458
5.1814991591,61.8795936112,5.7811470032
296.2262508233,-10.5731591648,5.7812285423
48.7361957321,42.5036549919,5.7812476158
222.4934197538,28.6158286172,5.7814278603
148.1266186046,-8.1052181527,5.7817597389
213.4208772726,-0.8460836957,5.7819294930
109.9487942863,7.1426856907,5.7820172310
74.5392566865,25.0501961962,5.7821249962
114.9324412509,-38.1392223848,5.7821903229
271.3627478294,-81.4867806445,5.7822508812
343.5239039876,-19.1751678847,5.7822623253
89.3964526179,66.0960455830,5.7824664116
57.4023263037,63.2966856865,5.7825059891
117.3035635757,-46.8576781015,5.7825765610
154.9250294255,-65.1372231765,5.7828540802
247.8450314240,-26.5377961323,5.7829627991
287.4507167758,-19.8040279946,5.7830963135
189.0039766671,-39.8696118191,5.7831683159
185.9360704059,-38.9114481240,5.7833690643
135.3806462851,5.6409677676,5.7833914757
299.9459044752,-9.9600324514,5.7834744453
91.5231353471,-29.7588071908,5.7837481499
103.7614072056,-20.4049226911,5.7840709686
306.5067730621,13.9114891681,5.7846870422
123.2488192240,16.5142491653,5.7851104736
77.8302600052,-2.4907752219,5.7853374481
241.2544547835,-39.2169178439,5.7854790688
39.1791587363,31.6076688853,5.7856574059
52.1107018139,22.8035195532,5.7858247757
198.8824672796,40.8552970178,5.7862753868
127.8787113325,-19.5774993368,5.7863087654
77.8992735009,-37.3952477906,5.7863702774
328.0544217426,79.5518370100,5.7866120338
220.1830376922,16.4178309714,5.7867307663
82.8105599941,3.2921292811,5.7868680954
202.8151172577,42.1062760863,5.7869215012
347.6122070389,43.5433948736,5.7871303558
52.7156430958,-66.4897027050,5.7871913910
160.9307234528,57.1989599726,5.7872028351
209.1369644415,-54.7056722959,5.7875475883
167.6531513953,11.3016022368,5.7875828743
28.3472834771,-38.5945006180,5.7876739502
324.8671914458,-10.5771106296,5.7876787186
207.6028731148,5.4972205582,5.7877421379
125.1090629603,57.7433442644,5.7878470421
51.1239320705,33.5358267772,5.7880163193
350.6190878654,25.9184364013,5.7882413864
221.3282909807,-51.3150023455,5.7885127068
84.6812810920,-40.7072423766,5.7887163162
179.5580682404,3.4819912242,5.7887201309
285.8844413689,1.8184424303,5.7887363434
125.7080472738,-26.3482013773,5.7891616821
316.5963997312,71.4312840451,5.7892737389
105.8777119696,29.3334023128,5.7895827293
291.6732167332,-46.5789364393,5.7897777557
33.9278010660,25.0426646880,5.7897887230
75.3938123946,-39.7179001415,5.7898774147
37.6351160019,25.2346929081,5.7899246216
91.8614661155,41.8541975422,5.7901544571
46.3373981629,40.5821589651,5.7901749611
39.2390975902,38.7328366857,5.7903485298
158.7587503248,8.6504122291,5.7904706001
101.0722463388,40.6222474399,5.7908968925
76.0607472110,30.4945067160,5.7911343575
50.1065940258,25.6623871428,5.7911701202
349.7638106536,-28.3878039382,5.7912192345
281.0213861458,38.5331394106,5.7921209335
272.7733612746,-41.3592806227,5.7922210693
122.7948406828,-48.4619693490,5.7923922539
242.2876964485,-56.0579653377,5.7924156189
72.3295977691,32.5880382658,5.7925472260
58.4310870777,57.9747404420,5.7925629616
32.8898439700,-17.7429684771,5.7927241325
148.5734601185,-45.2834875546,5.7929091454
285.2300360295,33.8021665431,5.7929458618
290.7685976219,-7.4007153993,5.7931385040
164.8243496766,51.8823509064,5.7931928635
64.9058280859,10.1212568172,5.7934079170
148.8973563848,-17.4695303022,5.7936277390
137.1965219096,26.6274668834,5.7936782837
245.0176970910,21.1323846933,5.7938647270
290.1090781834,-31.8175621595,5.7942833900
271.3756249245,21.6466208498,5.7944312096
47.6136543490,-48.7342676343,5.7944378853
213.8386560382,-53.5099657776,5.7948040962
318.7775933553,-17.3452646388,5.7948265076
269.6763880418,36.2875725806,5.7950825691
243.0667394093,-28.4174952525,5.7953023911
84.2183825677,40.1823691506,5.7956471443
101.3444495445,-31.7950582665,5.7957944870
256.2075586384,48.8036403196,5.7964544296
339.8931227452,37.5928241605,5.7968726158
57.5791320075,25.5789030285,5.7970786095
282.6298545129,-13.5722902309,5.7971124649
93.4389123541,51.1721867732,5.7975773811
128.5065703031,-2.1514754100,5.7978372574
133.1283120987,-13.2329449382,5.7978806496
60.7941349985,8.8826609519,5.7980155945
77.0841500659,-8.6654202561,5.7981929779
48.1105746769,47.7255007056,5.7983031273
263.2808026267,-41.1730800986,5.7985324860
205.1624763565,28.0652012619,5.7988672256
31.0521930249,-11.8597774493,5.7990384102
91.3633177817,-35.5135750790,5.7990479469
105.4705430846,-1.3460593521,5.7990942001
4.5717118485,11.2060915150,5.7992801666
154.1335675015,23.5032553455,5.7994523048
303.2683639399,-0.3307984732,5.7995047569
320.6754404496,30.3099187290,5.7996315956
113.4593699051,-43.1137301189,5.8000831604
225.5272295450,-28.0607612350,5.8000912666
263.6529036606,9.5866565494,5.8001985550
279.8097222945,-47.9097024392,5.8002429008
199.3080032734,-43.9795045953,5.8008203506
85.7571003032,56.5816513088,5.8008265495
206.4033600742,-26.1160555614,5.8010473251
245.0757843008,36.9754817123,5.8012914658
273.1405699649,-73.6735662814,5.8014173508
276.4950620865,29.8288219455,5.8018865585
98.1131302466,32.4548208155,5.8020257950
359.2651675695,42.6582229490,5.8021039963
267.6816425269,11.9464048656,5.8021945953
98.0969895330,11.6733560041,5.8023571968
1.2338857504,26.6487024640,5.8025412560
91.3627299379,-10.2424765756,5.8025741577
307.5029393182,72.5315951608,5.8028192520
339.2701476322,12.5766740659,5.8028817177
261.6843393356,48.2600419676,5.8029260635
191.2454554246,39.2795340150,5.8030252457
128.0205593931,-53.2118339113,5.8031196594
300.3140088472,37.0992265450,5.8032860756
235.8901133174,-37.1694964408,5.8034620285
183.3576591980,10.2623026007,5.8036708832
60.2038019513,18.1938775675,5.8040480614
